"fold","n_volumes","precision","sensitivity","specificity","accuracy","dice","cldice","abs_cc_error","avd_percent","kappa","pred_voxels","gt_voxels","pred_connected_components","gt_connected_components"
"0","4","0.9359008060720044","0.9678803586321134","0.9921262158851947","0.9897746647862957","0.9514593974740131","0.9511544820026614","117.25","3.4823114340664443","0.9456630200740086","37580744.5","36325283.0","505.75","388.5"
"1","4","0.9875220701995396","0.8705903389874812","0.9991302479828242","0.9893878264187868","0.9249789364293675","0.9195417943624108","203.25","11.825606776099029","0.9192872677200115","27172412.25","30714793.75","527.75","324.5"
"2","4","0.954450343501372","0.9687778365685182","0.9952389301096607","0.9930623639512705","0.9615122283959012","0.9538537099236075","62.0","1.859402780217441","0.9576589184357762","29419880.75","28910330.75","627.25","565.25"
"3","4","0.9392408252705795","0.8231867389123508","0.9942319385421854","0.9748251644915749","0.8761451098245696","0.8778331411641522","623.5","12.50628082773536","0.861901912263165","36698232.0","41457523.75","894.75","271.25"
"4","4","0.9516331175617251","0.9555396041793398","0.9934342607853015","0.9890554637394965","0.9531700925133622","0.9546062081471165","144.5","3.6473360802420203","0.9469060935280785","33635112.75","33477112.25","381.25","265.25"
